Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.apache.ki.web,WebRememberMeManagerTest,getRememberedPrincipals,Long Statement,The length of the statement "final String userPCBlowfishBase64="clJgEjFZVuRRN5lCpInkOsawSaKK4hLwegZK/QgR1Thk380v5wL9pA1NZo7QHr7erlnry1vt2AqIyM8Fj2HBCsl1lierxE9EJ1typI2GpgMeG+HmceNdrlN6KGh4AmjLG3zCUPo8E+QzGVs/EO3PIAGyYYtuYbW++oJDr5xfY9DwK4Omq5GijZSSmdpOHiYelPMa1XLwT0D/kNCUm6EVfG6TKwxViNtGdyzknY7abNU7ucw2UWfjFe24hH0SL0hZMXjPQYtMnPl5J5qfjU4EXX1a/Ijn0IKUEk5BmY+ipc6irMI/Rrmumr46XAIU3uwWMxlbPxDtzyABsmGLbmG1vvqCQ6+cX2PQJ37oNcKqr4mV7ObN2EvWZ1uVbJlUdXeEQgghL3/ayatTs3hWwFGdNhgef8c8iX9wM5bEvxqqY9TMXEyLYLZeA8H6gNvJc6hRd0TQFkzUhjs=";" is 497.,65
temp,org.apache.ki.web,WebRememberMeManagerTest,getRememberedPrincipalsDecryptionError,Long Statement,The length of the statement "final String userPCBlowfishBase64="DlJgEjFZVuRRN5lCpInkOsawSaKK4hLwegZK/QgR1Thk380v5wL9pA1NZo7QHr7erlnry1vt2AqIyM8Fj2HBCsl1lierxE9EJ1typI2GpgMeG+HmceNdrlN6KGh4AmjLG3zCUPo8E+QzGVs/EO3PIAGyYYtuYbW++oJDr5xfY9DwK4Omq5GijZSSmdpOHiYelPMa1XLwT0D/kNCUm6EVfG6TKwxViNtGdyzknY7abNU7ucw2UWfjFe24hH0SL0hZMXjPQYtMnPl5J5qfjU4EXX1a/Ijn0IKUEk5BmY+ipc6irMI/Rrmumr46XAIU3uwWMxlbPxDtzyABsmGLbmG1vvqCQ6+cX2PQJ37oNcKqr4mV7ObN2EvWZ1uVbJlUdXeEQgghL3/ayatTs3hWwFGdNhgef8c8iX9wM5bEvxqqY9TMXEyLYLZeA8H6gNvJc6hRd0TQFkzUhjs=";" is 497.,91
temp,org.apache.ki.web.filter.authc,AuthenticatingFilter,executeLogin,Long Statement,The length of the statement "String msg="createToken method implementation returned null. A valid non-null AuthenticationToken " + "must be created in order to execute a login attempt.";" is 157.,42
temp,org.apache.ki.web.filter.authc,AuthenticationFilter,issueSuccessRedirect,Long Statement,The length of the statement "throw new IllegalStateException("Success URL not available via saved request or by calling " + "getSuccessUrl(). One of these must be non-null for issueSuccessRedirect() to work.");" is 181.,77
temp,org.apache.ki.web.filter.authc,BasicHttpAuthenticationFilter,createToken,Magic Number,The method contains a magic number: 2,278
temp,org.apache.ki.web.filter.authc,BasicHttpAuthenticationFilter,getPrincipalsAndCredentials,Magic Number,The method contains a magic number: 2,315
temp,org.apache.ki.web.filter.authc,FormAuthenticationFilter,onAccessDenied,Long Statement,The length of the statement "log.trace("Attempting to access a path which requires authentication. Forwarding to the " + "Authentication url [" + getLoginUrl() + "]");" is 138.,146
temp,org.apache.ki.web.servlet,AdviceFilter,cleanup,Long Statement,The length of the statement "String msg="Filter execution resulted in an unexpected Exception " + "(not IOException or ServletException as the Filter api recommends). " + "Wrapping in ServletException and propagating.";" is 190.,150
temp,org.apache.ki.web.servlet,KiFilter,ensureSecurityManager,Long Statement,The length of the statement "log.info("Configuration instance [" + config + "] did not provide a SecurityManager. No config "+ "specified? Defaulting to a "+ DefaultWebSecurityManager.class.getName()+ " instance...");" is 188.,234
temp,org.apache.ki.web.servlet,KiFilter,applyInitParams,Long Identifier,The length of the field CONFIG_CLASS_NAME_INIT_PARAM_NAME is 33.,255
temp,org.apache.ki.web.servlet,KiFilter,applyInitParams,Long Statement,The length of the statement "String msg="configClassName fully qualified class name value [" + configCN + "] is not "+ "available in the classpath. Please ensure you have typed it correctly and the "+ "corresponding class or jar is in the classpath.";" is 222.,255
temp,org.apache.ki.web.servlet,KiFilter,applyFilterConfig,Long Statement,The length of the statement "String msg="Attempting to inject the FilterConfig (using 'setFilterConfig' method) into the " + "instantiated WebConfiguration for any wrapped Filter initialization...";" is 169.,283
temp,org.apache.ki.web.servlet,KiFilter,applyEmbeddedConfig,Long Statement,The length of the statement "String msg="The 'config' filter param was specified` but there is no " + "'setConfig(String)' method on the Configuration instance [" + conf + "]. If you do "+ "not require the 'config' filter param` please comment it out` or if you do need it` "+ "please ensure your Configuration instance has a 'setConfig(String)' method to receive it.";" is 340.,301
temp,org.apache.ki.web.servlet,KiFilter,applyUrlConfig,Long Statement,The length of the statement "String msg="The 'configUrl' filter param was specified` but there is no " + "'setConfigUrl(String)' method on the Configuration instance [" + conf + "]. If you do "+ "not require the 'configUrl' filter param` please comment it out` or if you do need it` "+ "please ensure your Configuration instance has a 'setConfigUrl(String)' method to receive it.";" is 352.,322
temp,org.apache.ki.web.servlet,KiFilter,prepareServletResponse,Complex Conditional,The conditional expression isHttpSessions() && (request instanceof KiHttpServletRequest) && (response instanceof HttpServletResponse) is complex.,380
temp,org.apache.ki.web.servlet,KiHttpServletRequest,isRequestedSessionIdValid,Long Identifier,The length of the field REFERENCED_SESSION_ID_IS_VALID is 30.,181
temp,org.apache.ki.web.servlet,KiHttpServletResponse,doIsEncodeable,Complex Method,Cyclomatic complexity of the method is 11,155
temp,org.apache.ki.web.servlet,KiHttpServletResponse,doIsEncodeable,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,155
temp,org.apache.ki.web.servlet,KiHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,155
temp,org.apache.ki.web.servlet,KiHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,155
temp,org.apache.ki.web.servlet,KiHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,155
temp,org.apache.ki.web.servlet,KiHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,155
temp,org.apache.ki.web.servlet,KiHttpServletResponse,toAbsolute,Complex Conditional,The conditional expression (scheme.equals("http") && port != 80) || (scheme.equals("https") && port != 443) is complex.,202
temp,org.apache.ki.web.servlet,KiHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 80,202
temp,org.apache.ki.web.servlet,KiHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 443,202
temp,org.apache.ki.web.servlet,KiHttpServletResponse,toEncoded,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,280
temp,org.apache.ki.web.servlet,KiHttpSession,KiHttpSession,Long Statement,The length of the statement "String msg="Session constructor argument cannot be an instance of WebSession. This is enforced to " + "prevent circular dependencies and infinite loops.";" is 154.,78
temp,org.apache.ki.web.servlet,KiHttpSession,setMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,113
temp,org.apache.ki.web.servlet,KiHttpSession,getMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,121
temp,org.apache.ki.web.servlet,ServletContextSupport,bind,Long Statement,The length of the statement "String msg=name + " already bound to ServletContext. Please check your configuration to ensure " + "you don't have mutliple SecurityManager Loaders configured (listener` servlet` etc).";" is 186.,67
temp,org.apache.ki.web.session,DefaultWebSessionManager,getSessionIdRequestParamAttribute,Long Identifier,The length of the field sessionIdRequestParamAttribute is 30.,76
temp,org.apache.ki.web.session,DefaultWebSessionManager,setSessionIdRequestParamAttribute,Long Identifier,The length of the parameter sessionIdRequestParamAttribute is 30.,80
temp,org.apache.ki.web.session,DefaultWebSessionManager,setSessionIdRequestParamAttribute,Long Identifier,The length of the field sessionIdRequestParamAttribute is 30.,80
temp,org.apache.ki.web.session,DefaultWebSessionManager,validateSessionOrigin,Long Statement,The length of the statement "String msg="No IP Address was specified when creating session with id [" + sessionId + "]. Attempting to access session from "+ "IP ["+ requestIp+ "]. Origin IP and request IP must match.";" is 189.,158
temp,org.apache.ki.web.session,DefaultWebSessionManager,validateSessionOrigin,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] originated from ["+ originIp+ "]` but the current HttpServletRequest originated "+ "from ["+ requestIp+ "]. Disallowing session access: "+ "session origin and request origin must match to allow access.";" is 251.,158
temp,org.apache.ki.web.session,DefaultWebSessionManager,validateSessionOrigin,Long Statement,The length of the statement "String msg="No IP Address associated with the current HttpServletRequest. " + "Session with id [" + sessionId + "] originated from "+ "["+ originIp+ "]. Request IP must match the session's origin "+ "IP in order to gain access to that session.";" is 245.,158
temp,org.apache.ki.web.session,DefaultWebSessionManager,getSession,Long Statement,The length of the statement "log.trace("Request Session with id [" + ise.getSessionId() + "] is invalid` message: ["+ ise.getMessage()+ "]. Removing any associated session cookie...");" is 155.,245
temp,org.apache.ki.web.session,WebSession,WebSession,Long Statement,The length of the statement "String msg="HttpSession constructor argument cannot be an instance of KiHttpSession. This " + "is enforced to prevent circular dependencies and infinite loops.";" is 161.,48
temp,org.apache.ki.web.session,WebSession,getTimeout,Magic Number,The method contains a magic number: 1000,76
temp,org.apache.ki.web.session,WebSession,setTimeout,Magic Number,The method contains a magic number: 1000,84
temp,org.apache.ki.web.session,WebSession,assertString,Long Statement,The length of the statement "String msg="HttpSession based implementations of the Apache Ki Session interface requires attribute keys " + "to be String objects. The HttpSession class does not support anything other than String keys.";" is 205.,135
temp,org.apache.ki.web.tags,GuestTag,onDoStartTag,Long Statement,The length of the statement "log.trace("Subject does not exist or does not have a known identity (aka 'principal'). " + "Tag body will be evaluated.");" is 122.,44
temp,org.apache.ki.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Property [" + property + "] not found in principal of type ["+ principal.getClass().getName()+ "]";" is 121.,171
temp,org.apache.ki.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Error reading property [" + property + "] from principal of type ["+ principal.getClass().getName()+ "]";" is 127.,171
