Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.jsecurity.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Error reading property [" + property + "] from principal of type ["+ principal.getClass().getName()+ "]";" is 127.,169
temp,org.jsecurity.spring,SpringConfiguration,init,Long Identifier,The length of the field SECURITY_MANAGER_BEAN_NAME_PARAM_NAME is 37.,78
temp,org.jsecurity.spring,SpringConfiguration,getOrCreateSecurityManager,Long Statement,The length of the statement "String msg="There is no " + SecurityManager.class.getName() + " instance available in the "+ "Spring WebApplicationContext. A bean of type "+ SecurityManager.class.getName()+ " would be "+ "automatically detected. You can also specify which bean is retrieved by "+ "setting this filter's 'securityManagerBeanName' init-param.";" is 327.,96
temp,org.jsecurity.spring,SpringConfiguration,createDefaultSecurityManagerFromRealms,Long Statement,The length of the statement "log.warn("Attempted to set realms declared in Spring on SecurityManager` but was not of " + "type RealmSecurityManager - instead was of type: " + securityManager.getClass().getName());" is 184.,122
temp,org.jsecurity.spring,SpringConfiguration,getSecurityManagerByType,Long Identifier,The length of the field DEFAULT_SECURITY_MANAGER_BEAN_ID is 32.,146
temp,org.jsecurity.spring,SpringConfiguration,getSecurityManagerByType,Long Statement,The length of the statement "String msg="There is more than one bean of type " + SecurityManager.class.getName() + " available in the "+ "Spring WebApplicationContext. Please specify which bean should be used by "+ "setting this filter's 'securityManagerBeanName' init-param or by naming one of the "+ "security managers '"+ DEFAULT_SECURITY_MANAGER_BEAN_ID+ "'.";" is 335.,146
temp,org.jsecurity.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "log.warn("RemoteInvocation object did not contain a JSecurity Session id under " + "attribute name [" + SecureRemoteInvocationFactory.SESSION_ID_KEY + "]. A Session will not "+ "be available to the method. Ensure that clients are using a "+ "SecureRemoteInvocationFactory to prevent this problem.");" is 299.,100
temp,org.jsecurity.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Identifier,The length of the field SESSION_ID_SYSTEM_PROPERTY_NAME is 31.,45
temp,org.jsecurity.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Statement,The length of the statement "throw new IllegalStateException("System property [" + SESSION_ID_SYSTEM_PROPERTY_NAME + "] is not set. "+ "This property must be set to the JSecurity session ID for remote calls to function.");" is 193.,45
temp,org.jsecurity.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,matches,Long Statement,The length of the statement "return ((method.getAnnotation(RequiresPermissions.class) != null) || (method.getAnnotation(RequiresRoles.class) != null));" is 122.,56
temp,org.jsecurity.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,afterPropertiesSet,Long Statement,The length of the statement "log.trace("No authorization advice explicitly configured via the 'advice' " + "property. Attempting to set " + "default instance of type [" + AopAllianceAnnotationsAuthorizingMethodInterceptor.class.getName() + "]");" is 216.,73
