Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.apache.shiro.util,ByteSource,bytes,Long Statement,The length of the statement "String msg="Unable to heuristically acquire bytes for object of type [" + source.getClass().getName() + "]. If this type is indeed a byte-backed data type` you might "+ "want to write your own ByteSource implementation to extract its bytes explicitly.";" is 253.,152
temp,org.apache.shiro.util,ByteSource,bytes,Long Statement,The length of the statement "throw new IllegalStateException("Encountered unexpected byte source. This is a bug - please notify " + "the Shiro developer list asap (the isCompatible implementation does not reflect this " + "method's implementation).");" is 222.,152
temp,org.apache.shiro.util,Util,bytes,Complex Method,Cyclomatic complexity of the method is 9,152
temp,org.apache.shiro.util,Util,bytes,Long Statement,The length of the statement "String msg="Unable to heuristically acquire bytes for object of type [" + source.getClass().getName() + "]. If this type is indeed a byte-backed data type` you might "+ "want to write your own ByteSource implementation to extract its bytes explicitly.";" is 253.,152
temp,org.apache.shiro.util,Util,bytes,Long Statement,The length of the statement "throw new IllegalStateException("Encountered unexpected byte source. This is a bug - please notify " + "the Shiro developer list asap (the isCompatible implementation does not reflect this " + "method's implementation).");" is 222.,152
temp,org.apache.shiro.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the thread context ClassLoader. Trying the "+ "current ClassLoader...");" is 125.,73
temp,org.apache.shiro.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the current class loader. Trying the "+ "system/application ClassLoader...");" is 130.,73
temp,org.apache.shiro.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the thread context` current` or "+ "system/application ClassLoaders. All heuristics have been exhausted. Returning null.");" is 176.,73
temp,org.apache.shiro.util,ClassUtils,forName,Long Statement,The length of the statement "log.trace("Unable to load class named [" + fqcn + "] from the thread context ClassLoader. Trying the current ClassLoader...");" is 126.,113
temp,org.apache.shiro.util,ClassUtils,forName,Long Statement,The length of the statement "log.trace("Unable to load class named [" + fqcn + "] from the current ClassLoader. "+ "Trying the system/application ClassLoader...");" is 134.,113
temp,org.apache.shiro.util,ClassUtils,forName,Long Statement,The length of the statement "String msg="Unable to load class named [" + fqcn + "] from the thread context` current` or "+ "system/application ClassLoaders. All heuristics have been exhausted. Class could not be found.";" is 191.,113
temp,org.apache.shiro.util,CollectionUtils,asSet,Magic Number,The method contains a magic number: 4,34
temp,org.apache.shiro.util,CollectionUtils,asSet,Magic Number,The method contains a magic number: 3,34
temp,org.apache.shiro.util,CollectionUtils,computeListCapacity,Magic Number,The method contains a magic number: 5L,127
temp,org.apache.shiro.util,CollectionUtils,computeListCapacity,Magic Number,The method contains a magic number: 10,127
temp,org.apache.shiro.util,MapContext,getTypedValue,Long Statement,The length of the statement "String msg="Invalid object found in SubjectContext Map under key [" + key + "]. Expected type "+ "was ["+ type.getName()+ "]` but the object under that key is of type "+ "["+ o.getClass().getName()+ "].";" is 204.,49
temp,org.apache.shiro.util,SimpleByteSource,isCompatible,Long Statement,The length of the statement "return o instanceof byte[] || o instanceof char[] || o instanceof String|| o instanceof ByteSource|| o instanceof File|| o instanceof InputStream;" is 146.,108
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Long Statement,The length of the statement "String msg="Unable to determine Key/Value pair from line [" + line + "]. There is no space from "+ "which the split location could be determined.";" is 147.,288
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,288
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,288
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,288
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,288
temp,org.apache.shiro.util,StringUtils,split,Complex Conditional,The conditional expression inQuotes && line.length() > (i + 1) && line.charAt(i + 1) == beginQuoteChar is complex.,341
temp,org.apache.shiro.util,StringUtils,split,Complex Method,Cyclomatic complexity of the method is 11,341
temp,org.apache.shiro.util,StringUtils,split,Long Parameter List,The method has 6 parameters. ,341
temp,org.apache.shiro.util,StringUtils,join,Complex Method,Cyclomatic complexity of the method is 8,415
temp,org.apache.shiro.util,StringUtils,join,Magic Number,The method contains a magic number: 256,415
temp,org.apache.shiro.util,ThreadContext,get,Long Statement,The length of the statement "String msg="Retrieved value of type [" + value.getClass().getName() + "] for key ["+ key+ "] "+ "bound to thread ["+ Thread.currentThread().getName()+ "]";" is 155.,102
temp,org.apache.shiro.util,ThreadContext,put,Long Statement,The length of the statement "String msg="Bound value of type [" + value.getClass().getName() + "] for key ["+ key+ "] to thread "+ "["+ Thread.currentThread().getName()+ "]";" is 145.,125
temp,org.apache.shiro.util,ThreadContext,remove,Long Statement,The length of the statement "String msg="Removed value of type [" + value.getClass().getName() + "] for key ["+ key+ "]"+ "from thread ["+ Thread.currentThread().getName()+ "]";" is 148.,159
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 5,37
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 2,37
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 3,37
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 4,37
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 5,50
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 2,50
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 3,50
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 4,50
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 4,63
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 2,63
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 3,63
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 4,75
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 2,75
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 3,75
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 4,87
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 2,87
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 3,87
temp,org.apache.shiro.util,StringUtilsTest,splitTestWithQuotedCommas,Magic Number,The method contains a magic number: 4,99
temp,org.apache.shiro.util,StringUtilsTest,splitTestWithQuotedCommas,Magic Number,The method contains a magic number: 2,99
temp,org.apache.shiro.util,StringUtilsTest,splitTestWithQuotedCommas,Magic Number,The method contains a magic number: 3,99
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 4,111
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 2,111
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 3,111
temp,org.apache.shiro.test,AbstractShiroTest,tearDownShiro,Empty catch clause,The method has an empty catch block.,83
temp,org.apache.shiro.test,AbstractContainerTest,pause,Empty catch clause,The method has an empty catch block.,78
temp,org.apache.shiro.test,PauseableServer,pause,Empty catch clause,The method has an empty catch block.,78
temp,org.apache.shiro.test,ContainerIntegrationTest,logOut,Empty catch clause,The method has an empty catch block.,36
temp,org.apache.shiro.samples.aspectj.bank,Account,applyTransaction,Long Statement,The length of the statement "throw new InactiveAccountException("Unable to apply " + aTransaction.getType() + " of amount "+ aTransaction.getAmount()+ " to account "+ _id);" is 143.,121
temp,org.apache.shiro.samples.aspectj.bank,Account,applyTransaction,Long Statement,The length of the statement "throw new NotEnoughFundsException("Unable to withdraw " + aTransaction.getAmount() + "$ from account "+ _id+ " - current balance is "+ _balance);" is 145.,121
temp,org.apache.shiro.samples.aspectj.bank,Account,toString,Long Statement,The length of the statement "return new ToStringBuilder(this`ToStringStyle.SHORT_PREFIX_STYLE).append("id"`_id).append("ownerName"`_ownerName).append("isActive"`_isActive).append("balance"`_balance).append("tx.count"`_transactions.size()).append("createdBy"`_createdBy).append("creationDate"`new Timestamp(_creationDate.getTime())).toString();" is 314.,175
temp,org.apache.shiro.samples.aspectj.bank,AccountTransaction,toString,Long Statement,The length of the statement "return new ToStringBuilder(this`ToStringStyle.SHORT_PREFIX_STYLE).append("id"`_id).append("type"`_type).append("accountId"`_accountId).append("amount"`_amount).append("createdBy"`_createdBy).append("creationDate"`new Timestamp(_creationDate.getTime())).toString();" is 264.,131
temp,org.apache.shiro.samples.aspectj.bank,SecureBankService,getCurrentUsername,Complex Conditional,The conditional expression subject == null || subject.getPrincipal() == null || !subject.isAuthenticated() is complex.,292
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,setUp,Magic Number,The method contains a magic number: 50,57
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testDepositInto_singleTx,Magic Number,The method contains a magic number: 250.00d,100
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 50.00d,107
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 300.00d,107
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 85.00d,107
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 435.00d,107
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 3,107
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_emptyAccount,Magic Number,The method contains a magic number: 100.00d,117
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_notEnoughFunds,Magic Number,The method contains a magic number: 50.00d,124
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_notEnoughFunds,Magic Number,The method contains a magic number: 100.00d,124
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_singleTx,Magic Number,The method contains a magic number: 500.00d,132
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_singleTx,Magic Number,The method contains a magic number: 100.00d,132
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_singleTx,Magic Number,The method contains a magic number: 400.00d,132
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_singleTx,Magic Number,The method contains a magic number: 2,132
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 500.00d,141
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 100.00d,141
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 75.00d,141
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 125.00d,141
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 200.00d,141
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 4,141
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_upToZero,Magic Number,The method contains a magic number: 500.00d,152
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_upToZero,Magic Number,The method contains a magic number: 500.00d,152
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testWithdrawFrom_upToZero,Magic Number,The method contains a magic number: 2,152
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testCloseAccount_withBalance,Magic Number,The method contains a magic number: 385.00d,173
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testCloseAccount_withBalance,Magic Number,The method contains a magic number: 385.00d,173
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,testCloseAccount_withBalance,Magic Number,The method contains a magic number: 2,173
temp,org.apache.shiro.samples.aspectj.bank,SecureBankServiceTest,assertAccount,Long Parameter List,The method has 5 parameters. ,225
temp,(default package),Quickstart,main,Empty catch clause,The method has an empty catch block.,41
temp,(default package),Quickstart,main,Long Statement,The length of the statement "log.info("The account for username " + token.getPrincipal() + " is locked. "+ "Please contact your administrator to unlock it.");" is 129.,41
temp,(default package),Quickstart,main,Long Statement,The length of the statement "log.info("You are permitted to 'drive' the winnebago with license plate (id) 'eagle5'. " + "Here are the keys - have fun!");" is 124.,41
temp,org.apache.shiro.samples.spring,DefaultSampleManager,getValue,Long Statement,The length of the statement "log.debug("retrieving session key [" + VALUE_KEY + "] with value ["+ value+ "] on session with id ["+ session.getId()+ "]");" is 124.,62
temp,org.apache.shiro.samples.spring,DefaultSampleManager,setValue,Long Statement,The length of the statement "log.debug("saving session key [" + VALUE_KEY + "] with value ["+ newValue+ "] on session with id ["+ session.getId()+ "]");" is 123.,77
temp,org.apache.shiro.samples.spring.realm,SaltAwareJdbcRealm,getPasswordForUser,Long Statement,The length of the statement "throw new AuthenticationException("More than one user row found for user [" + username + "]. Usernames must be unique.");" is 121.,88
temp,org.apache.shiro.samples.spring.web,JnlpController,handleRequestInternal,Magic Number,The method contains a magic number: 80,66
temp,org.apache.shiro.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 20,76
temp,org.apache.shiro.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 500,76
temp,org.apache.shiro.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 200,76
temp,org.apache.shiro.samples.spring.ui,WebStartView,actionPerformed,Long Statement,The length of the statement "JOptionPane.showMessageDialog(frame`"Unauthorized to perform action: " + ae.getMessage()`"Unauthorized"`JOptionPane.WARNING_MESSAGE);" is 133.,130
temp,org.apache.shiro.samples.sprhib.dao,BootstrapDataPopulator,afterPropertiesSet,Long Statement,The length of the statement "jdbcTemplate.execute("insert into users(id`username`email`password) values (1` 'admin'` 'sample@shiro.apache.org'` '" + new Sha256Hash("admin").toHex() + "')");" is 160.,51
temp,org.apache.shiro.samples.sprhib.model,Role,getName,Magic Number,The method contains a magic number: 100,63
temp,org.apache.shiro.samples.sprhib.model,Role,getDescription,Magic Number,The method contains a magic number: 255,74
temp,org.apache.shiro.samples.sprhib.model,User,getUsername,Magic Number,The method contains a magic number: 100,59
temp,org.apache.shiro.samples.sprhib.model,User,getPassword,Magic Number,The method contains a magic number: 255,85
temp,org.apache.shiro.samples.sprhib.web,SecurityController,login,Long Statement,The length of the statement "UsernamePasswordToken token=new UsernamePasswordToken(command.getUsername()`command.getPassword()`command.isRememberMe());" is 122.,44
temp,org.apache.shiro.aspectj,AspectjAnnotationsAuthorizingMethodInterceptor,performBeforeInterception,Long Statement,The length of the statement "if (log.isTraceEnabled()) log.trace("#### Invoking a method decorated with a Shiro annotation" + "\n\tkind : " + aJoinPoint.getKind() + "\n\tjoinPoint : "+ aJoinPoint+ "\n\tannotations: "+ Arrays.toString(((MethodSignature)aJoinPoint.getSignature()).getMethod().getAnnotations())+ "\n\ttarget : "+ aJoinPoint.getTarget());" is 322.,43
temp,org.apache.shiro.aspectj,BeforeAdviceMethodInvocationAdapter,createFrom,Long Statement,The length of the statement "return new BeforeAdviceMethodInvocationAdapter(aJoinPoint.getThis()`((MethodSignature)aJoinPoint.getSignature()).getMethod()`aJoinPoint.getArgs());" is 147.,39
temp,org.apache.shiro.aspectj,BeforeAdviceMethodInvocationAdapter,createFrom,Long Statement,The length of the statement "return new BeforeAdviceMethodInvocationAdapter(aJoinPoint.getThis()`((AdviceSignature)aJoinPoint.getSignature()).getAdvice()`aJoinPoint.getArgs());" is 147.,39
temp,org.apache.shiro.aspectj,BeforeAdviceMethodInvocationAdapter,createFrom,Long Statement,The length of the statement "throw new IllegalArgumentException("The joint point signature is invalid: expected a MethodSignature or an AdviceSignature but was " + aJoinPoint.getSignature());" is 162.,39
temp,org.apache.shiro.aspectj,SecuredDummyService,log,Long Statement,The length of the statement "System.out.println(new Timestamp(System.currentTimeMillis()).toString() + " [" + Thread.currentThread()+ "] * LOG * "+ aMessage);" is 129.,61
temp,org.apache.shiro.cas,CasRealm,doGetAuthenticationInfo,Long Statement,The length of the statement "log.debug("Validate ticket : {} in CAS server : {} to retrieve user : {}"`new Object[]{ticket`getCasServerUrlPrefix()`userId});" is 127.,121
temp,org.apache.shiro.guice.aop,AopAllianceMethodInterceptorAdapterTest,testInvoke,Long Statement,The length of the statement "expect(mockShiroInterceptor.invoke(anyObject(AopAllianceMethodInvocationAdapter.class))).andAnswer(new IAnswer<Object>(){" is 121.,31
temp,org.apache.shiro.guice.aop,ShiroAopModuleTest,testGetAnnotationResolver,Complex Conditional,The conditional expression Named.class.isAssignableFrom(key.getAnnotation().annotationType()) && "configureInterceptors".equals(((Named)key.getAnnotation()).value()) && key.getTypeLiteral().getRawType().equals(Object.class) is complex.,44
temp,org.apache.shiro.guice.aop,ShiroAopModuleTest,testGetAnnotationResolver,Complex Conditional,The conditional expression Named.class.isAssignableFrom(key.getAnnotation().annotationType()) && "configureDefaultInterceptors".equals(((Named)key.getAnnotation()).value()) && key.getTypeLiteral().getRawType().equals(Object.class) is complex.,44
temp,org.apache.shiro.guice.aop,ShiroAopModuleTest,testGetAnnotationResolver,Long Statement,The length of the statement "if (Named.class.isAssignableFrom(key.getAnnotation().annotationType()) && "configureInterceptors".equals(((Named)key.getAnnotation()).value()) && key.getTypeLiteral().getRawType().equals(Object.class)) {" is 203.,44
temp,org.apache.shiro.guice.aop,ShiroAopModuleTest,testGetAnnotationResolver,Long Statement,The length of the statement "if (Named.class.isAssignableFrom(key.getAnnotation().annotationType()) && "configureDefaultInterceptors".equals(((Named)key.getAnnotation()).value()) && key.getTypeLiteral().getRawType().equals(Object.class)) {" is 210.,44
temp,org.apache.shiro.guice.aop,ShiroAopModuleTest,testBindShiroInterceptor,Long Statement,The length of the statement "assertTrue(interceptorTypes.get(theAnnotation).isInstance(((AopAllianceMethodInterceptorAdapter)interceptors.get(0)).shiroInterceptor));" is 136.,89
temp,org.apache.shiro.guice,BeanTypeListener,hear,Empty catch clause,The method has an empty catch block.,57
temp,org.apache.shiro.guice,BeanTypeListener,hear,Long Statement,The length of the statement "final Map<PropertyDescriptor`Key<?>> propertyDependencies=new HashMap<PropertyDescriptor`Key<?>>(propertyDescriptors.length);" is 125.,57
temp,org.apache.shiro.guice,BeanTypeListener,hear,Long Statement,The length of the statement "if (propertyDescriptor.getWriteMethod() != null && Modifier.isPublic(propertyDescriptor.getWriteMethod().getModifiers())) {" is 123.,57
temp,org.apache.shiro.guice,BeanTypeListener,hear,Long Statement,The length of the statement "throw new RuntimeException("We shouldn't have ever reached this point` we don't try to inject to non-accessible methods."`e);" is 125.,57
temp,org.apache.shiro.guice,BeanTypeListener,injectMembers,Empty catch clause,The method has an empty catch block.,68
temp,org.apache.shiro.guice,BeanTypeListener,injectMembers,Long Statement,The length of the statement "throw new RuntimeException("We shouldn't have ever reached this point` we don't try to inject to non-accessible methods."`e);" is 125.,68
temp,org.apache.shiro.guice,BeanTypeListener,requiresName,Long Statement,The length of the statement "return aClass.isPrimitive() || aClass.isEnum() || Primitives.isWrapperType(aClass)|| CharSequence.class.isAssignableFrom(aClass);" is 129.,112
temp,org.apache.shiro.guice,ShiroModule,bindSecurityManager,Long Statement,The length of the statement "throw new ConfigurationException("This really shouldn't happen. Either something has changed in Shiro` or there's a bug in " + ShiroModule.class.getSimpleName()`e);" is 164.,107
temp,org.apache.shiro.guice,BeanTypeListenerTest,testPropertySetting,Long Statement,The length of the statement "expect(injector.getInstance(Key.get(String.class`Names.named("shiro.unavailableProperty")))).andThrow(new ConfigurationException(Collections.singleton(new Message("Not Available!"))));" is 184.,64
temp,org.apache.shiro.guice,DestroyableInjectionListenerTest,testAfterInjection,Long Statement,The length of the statement "DestroyableInjectionListener.DestroyableRegistry registry=createMock(DestroyableInjectionListener.DestroyableRegistry.class);" is 125.,27
temp,org.apache.shiro.guice.web,ShiroWebModule,setupFilterChainConfigs,Long Statement,The length of the statement "throw new ConfigurationException("Config information requires a PathMatchingFilter - can't apply to " + key.getTypeLiteral().getRawType());" is 139.,133
temp,org.apache.shiro.guice.web,ShiroWebModule,bindWebSecurityManager,Long Statement,The length of the statement "throw new ConfigurationException("This really shouldn't happen. Either something has changed in Shiro` or there's a bug in ShiroModule."`e);" is 140.,174
temp,org.apache.shiro.guice.web,SimpleFilterChainResolver,getChain,Long Statement,The length of the statement "return new SimpleFilterChain(originalChain`Iterators.transform(Iterators.forArray(chains.get(pathPattern))`new Function<Key<? extends Filter>`Filter>(){" is 152.,46
temp,org.apache.shiro.guice.web,AbstractInjectionProviderTest,testGet,Long Statement,The length of the statement "AbstractInjectionProvider<SomeInjectedClass> underTest=new AbstractInjectionProvider<SomeInjectedClass>(Key.get(SomeInjectedClass.class)){" is 138.,39
temp,org.apache.shiro.guice.web,AbstractInjectionProviderTest,testGetDependencies,Complex Method,Cyclomatic complexity of the method is 10,74
temp,org.apache.shiro.guice.web,AbstractInjectionProviderTest,testGetDependencies,Long Statement,The length of the statement "AbstractInjectionProvider<SomeInjectedClass> underTest=new AbstractInjectionProvider<SomeInjectedClass>(Key.get(SomeInjectedClass.class));" is 138.,74
temp,org.apache.shiro.guice.web,AbstractInjectionProviderTest,testGetDependencies,Long Statement,The length of the statement "fail("Did not expect constructor dependency with key " + dependency.getKey() + " at parameter index "+ dependency.getParameterIndex());" is 135.,74
temp,org.apache.shiro.guice.web,FilterChainResolverProviderTest,testGetDependencies,Magic Number,The method contains a magic number: 4,66
temp,org.apache.shiro.guice.web,SimpleFilterChainResolverTest,testGetChain,Long Statement,The length of the statement "assertNull("Expected no chain to match` did not get a null value in return."`underTest.getChain(request`response`originalChain));" is 129.,47
temp,org.apache.shiro.guice.web,WebGuiceEnvironmentTest,testConstructor,Long Statement,The length of the statement "servletContext.setAttribute(eq(EnvironmentLoaderListener.ENVIRONMENT_ATTRIBUTE_KEY)`and(anyObject(WebGuiceEnvironment.class)`capture(capture)));" is 144.,45
temp,org.apache.shiro.openid4j.ax,FetchRequestFactory,createMessageExtension,Magic Number,The method contains a magic number: 2,56
temp,org.apache.shiro.openid4j.ax,FetchRequestFactory,createMessageExtension,Magic Number,The method contains a magic number: 2,56
temp,org.apache.shiro.openid4j.ax,FetchRequestFactory,toDefinition,Complex Method,Cyclomatic complexity of the method is 10,107
temp,org.apache.shiro.openid4j.ax,FetchRequestFactory,toDefinition,Long Statement,The length of the statement "throw new ConfigurationException("Unable to locate a standard OpenId Attribute property for name '" + name + "'. Please ensure this name matches one of the constants in the "+ AttributeProperty.class.getName()+ " enum (name matching is case insensitive).");" is 257.,107
temp,org.apache.shiro.openid4j.ax,FetchRequestFactory,toDefinition,Long Statement,The length of the statement "throw new ConfigurationException("OpenId attribute properties with configuration must be " + "comma-delimited name/value pairs. Each name/value pair must be separated by the " + "equals sign` e.g. nameProp[name1=value1` name2=value2` ...]. The string that "+ "caused this error was '" + pair + "'.");" is 300.,107
temp,org.apache.shiro.openid4j.ax,FetchRequestFactory,toDefinition,Long Statement,The length of the statement "log.warn("Unrecognized configuration name/value pair for OpenId attribute '{}': {}={}"`new Object[]{name`pairName`pairValue});" is 126.,107
temp,org.apache.shiro.openid4j.ax,FetchRequestFactory,toDefinition,Magic Number,The method contains a magic number: 2,107
temp,org.apache.shiro.openid4j.ax,FetchRequestFactory,toDefinition,Magic Number,The method contains a magic number: 2,107
temp,org.apache.shiro.openid4j,DefaultOpenIdService,getDiscoveryInfo,Long Statement,The length of the statement "String msg="Unable to discover OpenId Provider based on resolved discoveryId '" + discoveryId + "' "+ "(specified providerId '"+ providerId+ "')";" is 146.,125
temp,org.apache.shiro.session.mgt.quartz,QuartzSessionValidationScheduler,enableSessionValidation,Long Statement,The length of the statement "log.debug("Scheduling session validation job using Quartz with " + "session validation interval of [" + sessionValidationInterval + "]ms...");" is 142.,144
temp,org.apache.shiro.session.mgt.quartz,QuartzSessionValidationScheduler,enableSessionValidation,Long Statement,The length of the statement "SimpleTrigger trigger=new SimpleTrigger(getClass().getName()`Scheduler.DEFAULT_GROUP`SimpleTrigger.REPEAT_INDEFINITELY`sessionValidationInterval);" is 146.,144
temp,org.apache.shiro.session.mgt.quartz,QuartzSessionValidationScheduler,disableSessionValidation,Complex Method,Cyclomatic complexity of the method is 9,186
temp,org.apache.shiro.session.mgt.quartz,QuartzSessionValidationScheduler,disableSessionValidation,Long Statement,The length of the statement "log.warn("getScheduler() method returned a null Quartz scheduler` which is unexpected. Please " + "check your configuration and/or implementation. Returning quietly since there is no " + "validation job to remove (scheduler does not exist).");" is 243.,186
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "SecurityManager securityManager=this.securityManager != null ? this.securityManager : SecurityUtils.getSecurityManager();" is 121.,77
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "log.trace("RemoteInvocation did not contain a Shiro Session id attribute under " + "key [" + SecureRemoteInvocationFactory.SESSION_ID_KEY + "]. A Subject based "+ "on an existing Session will not be available during the method invocatin.");" is 240.,77
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Complex Method,Cyclomatic complexity of the method is 12,65
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Identifier,The length of the identifier sessionManagerMethodInvocation is 30.,65
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Identifier,The length of the field SESSION_ID_SYSTEM_PROPERTY_NAME is 31.,65
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Statement,The length of the statement "log.trace("No Session found for the currently executing subject via subject.getSession(false). " + "Attempting to revert back to the 'shiro.session.id' system property...");" is 173.,65
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Statement,The length of the statement "log.trace("No 'shiro.session.id' system property found. Heuristics have been exhausted; " + "RemoteInvocation will not contain a sessionId.");" is 142.,65
temp,org.apache.shiro.spring.security.interceptor,AopAllianceAnnotationsAuthorizingMethodInterceptor,AopAllianceAnnotationsAuthorizingMethodInterceptor,Magic Number,The method contains a magic number: 5,40
temp,org.apache.shiro.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,matches,Empty catch clause,The method has an empty catch block.,65
