Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 125.00d,145
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 200.00d,145
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 4,145
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_upToZero,Magic Number,The method contains a magic number: 500.00d,156
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_upToZero,Magic Number,The method contains a magic number: 500.00d,156
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_upToZero,Magic Number,The method contains a magic number: 2,156
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testCloseAccount_withBalance,Magic Number,The method contains a magic number: 385.00d,177
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testCloseAccount_withBalance,Magic Number,The method contains a magic number: 385.00d,177
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testCloseAccount_withBalance,Magic Number,The method contains a magic number: 2,177
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,assertAccount,Long Parameter List,The method has 5 parameters. ,229
temp,(default package),Quickstart,main,Empty catch clause,The method has an empty catch block.,42
temp,(default package),Quickstart,main,Long Statement,The length of the statement "log.info("The account for username " + token.getPrincipal() + " is locked. "+ "Please contact your administrator to unlock it.");" is 129.,42
temp,(default package),Quickstart,main,Long Statement,The length of the statement "log.info("You are permitted to 'drive' the winnebago with license plate (id) 'eagle5'. " + "Here are the keys - have fun!");" is 124.,42
temp,org.apache.shiro.samples.spring,DefaultSampleManager,getValue,Long Statement,The length of the statement "log.debug("retrieving session key [" + VALUE_KEY + "] with value ["+ value+ "] on session with id ["+ session.getId()+ "]");" is 124.,63
temp,org.apache.shiro.samples.spring,DefaultSampleManager,setValue,Long Statement,The length of the statement "log.debug("saving session key [" + VALUE_KEY + "] with value ["+ newValue+ "] on session with id ["+ session.getId()+ "]");" is 123.,78
temp,org.apache.shiro.samples.spring.web,JnlpController,handleRequestInternal,Magic Number,The method contains a magic number: 80,67
temp,org.apache.shiro.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 20,77
temp,org.apache.shiro.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 500,77
temp,org.apache.shiro.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 200,77
temp,org.apache.shiro.samples.spring.ui,WebStartView,actionPerformed,Long Statement,The length of the statement "JOptionPane.showMessageDialog(frame`"Unauthorized to perform action: " + ae.getMessage()`"Unauthorized"`JOptionPane.WARNING_MESSAGE);" is 133.,131
temp,org.apache.shiro.samples.sprhib.dao,BootstrapDataPopulator,afterPropertiesSet,Long Statement,The length of the statement "jdbcTemplate.execute("insert into users(id`username`email`password) values (1` 'admin'` 'sample@shiro.apache.org'` '" + new Sha256Hash("admin").toHex() + "')");" is 160.,51
temp,org.apache.shiro.samples.sprhib.model,Role,getName,Magic Number,The method contains a magic number: 100,63
temp,org.apache.shiro.samples.sprhib.model,Role,getDescription,Magic Number,The method contains a magic number: 255,74
temp,org.apache.shiro.samples.sprhib.model,User,getUsername,Magic Number,The method contains a magic number: 100,59
temp,org.apache.shiro.samples.sprhib.model,User,getPassword,Magic Number,The method contains a magic number: 255,85
temp,org.apache.shiro.samples.sprhib.web,SecurityController,login,Long Statement,The length of the statement "UsernamePasswordToken token=new UsernamePasswordToken(command.getUsername()`command.getPassword()`command.isRememberMe());" is 122.,44
temp,org.apache.shiro.aspectj,AspectjAnnotationsAuthorizingMethodInterceptor,performBeforeInterception,Long Statement,The length of the statement "if (log.isTraceEnabled()) log.trace("#### Invoking a method decorated with a Shiro annotation" + "\n\tkind : " + aJoinPoint.getKind() + "\n\tjoinPoint : "+ aJoinPoint+ "\n\tannotations: "+ Arrays.toString(((MethodSignature)aJoinPoint.getSignature()).getMethod().getAnnotations())+ "\n\ttarget : "+ aJoinPoint.getTarget());" is 322.,45
temp,org.apache.shiro.aspectj,BeforeAdviceMethodInvocationAdapter,createFrom,Long Statement,The length of the statement "return new BeforeAdviceMethodInvocationAdapter(aJoinPoint.getThis()`((MethodSignature)aJoinPoint.getSignature()).getMethod()`aJoinPoint.getArgs());" is 147.,40
temp,org.apache.shiro.aspectj,BeforeAdviceMethodInvocationAdapter,createFrom,Long Statement,The length of the statement "return new BeforeAdviceMethodInvocationAdapter(aJoinPoint.getThis()`((AdviceSignature)aJoinPoint.getSignature()).getAdvice()`aJoinPoint.getArgs());" is 147.,40
temp,org.apache.shiro.aspectj,BeforeAdviceMethodInvocationAdapter,createFrom,Long Statement,The length of the statement "throw new IllegalArgumentException("The joint point signature is invalid: expected a MethodSignature or an AdviceSignature but was " + aJoinPoint.getSignature());" is 162.,40
temp,org.apache.shiro.aspectj,SecuredDummyService,log,Long Statement,The length of the statement "System.out.println(new Timestamp(System.currentTimeMillis()).toString() + " [" + Thread.currentThread()+ "] * LOG * "+ aMessage);" is 129.,61
temp,org.apache.shiro.cache.ehcache,EhCacheManager,getCache,Complex Method,Cyclomatic complexity of the method is 8,161
temp,org.apache.shiro.cache.ehcache,EhCacheManager,getCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_NAME is 34.,161
temp,org.apache.shiro.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_NAME is 34.,205
temp,org.apache.shiro.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_MAX_ELEM_IN_MEM is 45.,205
temp,org.apache.shiro.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_DISK_EXPIRY_THREAD_INTERVAL_SECONDS is 59.,205
temp,org.apache.shiro.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Statement,The length of the statement "return new net.sf.ehcache.Cache(DEFAULT_ACTIVE_SESSIONS_CACHE_NAME`DEFAULT_ACTIVE_SESSIONS_CACHE_MAX_ELEM_IN_MEM`true`true`0`0`true`DEFAULT_ACTIVE_SESSIONS_DISK_EXPIRY_THREAD_INTERVAL_SECONDS);" is 193.,205
temp,org.apache.shiro.session.mgt.quartz,QuartzSessionValidationScheduler,enableSessionValidation,Long Statement,The length of the statement "log.debug("Scheduling session validation job using Quartz with " + "session validation interval of [" + sessionValidationInterval + "]ms...");" is 142.,146
temp,org.apache.shiro.session.mgt.quartz,QuartzSessionValidationScheduler,enableSessionValidation,Long Statement,The length of the statement "SimpleTrigger trigger=new SimpleTrigger(getClass().getName()`Scheduler.DEFAULT_GROUP`SimpleTrigger.REPEAT_INDEFINITELY`sessionValidationInterval);" is 146.,146
temp,org.apache.shiro.session.mgt.quartz,QuartzSessionValidationScheduler,disableSessionValidation,Complex Method,Cyclomatic complexity of the method is 9,188
temp,org.apache.shiro.session.mgt.quartz,QuartzSessionValidationScheduler,disableSessionValidation,Long Statement,The length of the statement "log.warn("getScheduler() method returned a null Quartz scheduler` which is unexpected. Please " + "check your configuration and/or implementation. Returning quietly since there is no " + "validation job to remove (scheduler does not exist).");" is 243.,188
temp,org.apache.shiro.spring,SpringIniWebConfiguration,init,Long Identifier,The length of the field SECURITY_MANAGER_BEAN_NAME_PARAM_NAME is 37.,95
temp,org.apache.shiro.spring,SpringIniWebConfiguration,getOrCreateSecurityManager,Long Statement,The length of the statement "String msg="Unable to locate a " + SecurityManager.class.getName() + " instance in the "+ "Spring WebApplicationContext. You can 1) simply just define the securityManager as a bean ("+ "it will be automatically located based on type) or "+ "2) explicitly specifify which bean is retrieved by setting this filter's "+ "'securityManagerBeanName' init-param or 3) define one or more "+ Realm.class.getName()+ " instances and a default SecurityManager using those realms will be created automatically.";" is 499.,117
temp,org.apache.shiro.spring,SpringIniWebConfiguration,createDefaultSecurityManagerFromRealms,Long Statement,The length of the statement "log.warn("Attempted to set realms declared in Spring on SecurityManager` but was not of " + "type RealmSecurityManager - instead was of type: " + securityManager.getClass().getName());" is 184.,145
temp,org.apache.shiro.spring,SpringIniWebConfiguration,getSecurityManagerByType,Long Identifier,The length of the field DEFAULT_SECURITY_MANAGER_BEAN_ID is 32.,176
temp,org.apache.shiro.spring,SpringIniWebConfiguration,getSecurityManagerByType,Long Statement,The length of the statement "String msg="There is more than one bean of type " + SecurityManager.class.getName() + " available in the "+ "Spring WebApplicationContext. Please specify which bean should be used by "+ "setting this filter's 'securityManagerBeanName' init-param or by naming one of the "+ "security managers '"+ DEFAULT_SECURITY_MANAGER_BEAN_ID+ "'.";" is 335.,176
temp,org.apache.shiro.spring,SpringShiroFilterTest,testDefaultConfigWithNonWebSecurityManager,Long Statement,The length of the statement "fail("ServletException (wrapping a ConfigurationException) expected because the security manager " + "does not implement WebSecurityManager.");" is 143.,77
temp,org.apache.shiro.spring,SpringShiroFilterTest,testDefaultConfigWithNonWebSecurityManager,Long Statement,The length of the statement "assertTrue("Original cause is not a ConfigurationException as expected"`ex.getCause() instanceof ConfigurationException);" is 121.,77
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "SecurityManager securityManager=this.securityManager != null ? this.securityManager : SecurityUtils.getSecurityManager();" is 121.,79
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "log.trace("RemoteInvocation did not contain a Shiro Session id attribute under " + "key [" + SecureRemoteInvocationFactory.SESSION_ID_KEY + "]. A Subject based "+ "on an existing Session will not be available during the method invocatin.");" is 240.,79
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Complex Method,Cyclomatic complexity of the method is 12,64
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Identifier,The length of the identifier sessionManagerMethodInvocation is 30.,64
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Identifier,The length of the field SESSION_ID_SYSTEM_PROPERTY_NAME is 31.,64
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Statement,The length of the statement "log.trace("No Session found for the currently executing subject via subject.getSession(false). " + "Attempting to revert back to the 'shiro.session.id' system property...");" is 173.,64
temp,org.apache.shiro.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Statement,The length of the statement "log.trace("No 'shiro.session.id' system property found. Heuristics have been exhausted; " + "RemoteInvocation will not contain a sessionId.");" is 142.,64
temp,org.apache.shiro.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,matches,Long Statement,The length of the statement "return ((method.getAnnotation(RequiresPermissions.class) != null) || (method.getAnnotation(RequiresRoles.class) != null) || (method.getAnnotation(RequiresUser.class) != null)|| (method.getAnnotation(RequiresGuest.class) != null)|| (method.getAnnotation(RequiresAuthentication.class) != null));" is 293.,63
temp,org.apache.shiro.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,afterPropertiesSet,Long Statement,The length of the statement "log.trace("No authorization advice explicitly configured via the 'advice' " + "property. Attempting to set " + "default instance of type [" + AopAllianceAnnotationsAuthorizingMethodInterceptor.class.getName() + "]");" is 216.,87
temp,org.apache.shiro.spring.web,ShiroFilterFactoryBeanTest,testFilterDefinition,Long Statement,The length of the statement "ClassPathXmlApplicationContext context=new ClassPathXmlApplicationContext("org/apache/shiro/spring/web/ShiroFilterFactoryBeanTest.xml");" is 136.,44
temp,org.apache.shiro.spring.web,ShiroFilterFactoryBeanTest,testFilterDefinition,Magic Number,The method contains a magic number: 2,44
temp,org.apache.shiro.web.attr,AbstractWebAttribute,storeValue,Long Statement,The length of the statement "log.debug("Found existing value stored under name [" + getName() + "]. Ignoring new "+ "storage request - this store is immutable after the value has initially been set.");" is 172.,224
temp,org.apache.shiro.web.attr,CookieAttribute,onStoreValue,Long Statement,The length of the statement "log.debug("Added Cookie [{}] to path [{}] with value [{}] to the HttpServletResponse"`new Object[]{name`path`stringValue});" is 123.,314
temp,org.apache.shiro.web.attr,RequestParamAttribute,removeValue,Long Statement,The length of the statement "String msg="Asked to remove WebAttribute value. A " + getClass().getName() + " implementation "+ "cannot remove values from the request params.";" is 145.,59
temp,org.apache.shiro.web.attr,CookieAttributeTest,testRemoveValue,Magic Number,The method contains a magic number: 2351234,51
temp,org.apache.shiro.web.attr,CookieAttributeTest,testRemoveValue,Magic Number,The method contains a magic number: 2,51
temp,org.apache.shiro.web.attr,CookieAttributeTest,eqCookie,Long Statement,The length of the statement "return c.getName().equals(in.getName()) && c.getPath().equals(in.getPath()) && c.getMaxAge() == in.getMaxAge() && c.getSecure() == in.getSecure() && c.getValue().equals(in.getValue());" is 184.,107
temp,org.apache.shiro.web.attr,CookieAttributeTest,matches,Long Statement,The length of the statement "return c.getName().equals(in.getName()) && c.getPath().equals(in.getPath()) && c.getMaxAge() == in.getMaxAge() && c.getSecure() == in.getSecure() && c.getValue().equals(in.getValue());" is 184.,109
temp,org.apache.shiro.web.attr,CookieAttributeTest,testRemoveValueWithNullContext,Magic Number,The method contains a magic number: 2351234,128
temp,org.apache.shiro.web.attr,CookieAttributeTest,testRemoveValueWithNullContext,Magic Number,The method contains a magic number: 2,128
temp,org.apache.shiro.web.config,IniFilterChainResolverFactory,buildChains,Long Statement,The length of the statement "String msg="The [{}] section has been deprecated and will be removed in a future release! Please " + "move all object configuration (filters and all other objects) to the [{}] section.";" is 186.,95
temp,org.apache.shiro.web.config,IniWebConfiguration,assertFilter,Long Statement,The length of the statement "String msg="[" + FILTERS + "] section specified a filter named '"+ name+ "'` which does not "+ "implement the "+ Filter.class.getName()+ " interface. Only Filter implementations may be "+ "defined.";" is 199.,193
temp,org.apache.shiro.web,DefaultWebSecurityManager,setSessionMode,Long Statement,The length of the statement "String msg="Invalid sessionMode [" + sessionMode + "]. Allowed values are "+ "public static final String constants in the "+ getClass().getName()+ " class: '"+ HTTP_SESSION_MODE+ "' or '"+ NATIVE_SESSION_MODE+ "'` with '"+ HTTP_SESSION_MODE+ "' being the default.";" is 265.,100
temp,org.apache.shiro.web,RedirectView,urlEncode,Long Statement,The length of the statement "log.debug("Only JDK 1.3 URLEncoder available: using platform default encoding " + "instead of the requested scheme '" + encodingScheme + "'");" is 142.,253
temp,org.apache.shiro.web,RedirectView,sendRedirect,Magic Number,The method contains a magic number: 303,288
temp,org.apache.shiro.web,WebRememberMeManager,WebRememberMeManager,Long Identifier,The length of the field DEFAULT_REMEMBER_ME_COOKIE_NAME is 31.,80
temp,org.apache.shiro.web,WebRememberMeManager,WebRememberMeManager,Magic Number,The method contains a magic number: 3,80
temp,org.apache.shiro.web,WebRememberMeManager,assertCookieAttribute,Long Statement,The length of the statement "String msg="Attempting to access a Cookie property` but the underlying " + WebAttribute.class.getName() + " instance is not a "+ CookieAttribute.class.getName()+ " instance. This is expected if you "+ "are accessing or modifying a cookie property.";" is 249.,103
temp,org.apache.shiro.web,WebRememberMeManager,getRememberedSerializedIdentity,Long Statement,The length of the statement "log.trace("Null or empty subject context map - unable to retrieve request/response pair to obtain " + "a request-based identity. Returning null.");" is 147.,263
temp,org.apache.shiro.web,WebRememberMeManager,ensurePadding,Magic Number,The method contains a magic number: 4,295
temp,org.apache.shiro.web,WebRememberMeManager,ensurePadding,Magic Number,The method contains a magic number: 4,295
temp,org.apache.shiro.web,WebUtils,getContextPath,Long Identifier,The length of the field INCLUDE_CONTEXT_PATH_ATTRIBUTE is 30.,169
temp,org.apache.shiro.web,WebUtils,decodeRequestString,Long Statement,The length of the statement "log.warn("Could not decode request string [" + source + "] with encoding '"+ enc+ "': falling back to platform default encoding; exception message: "+ ex.getMessage());" is 168.,190
temp,org.apache.shiro.web,WebUtils,isHttp,Long Statement,The length of the statement "return request != null && request instanceof HttpServletRequest && response != null && response instanceof HttpServletResponse;" is 127.,237
temp,org.apache.shiro.web,WebUtils,isHttp,Long Statement,The length of the statement "return request != null && request instanceof HttpServletRequest && response != null && response instanceof HttpServletResponse;" is 127.,261
temp,org.apache.shiro.web,WebUtils,getHttpRequest,Long Statement,The length of the statement "String msg="Subject instance is not a " + WebSubject.class.getName() + " instance. This is required "+ "to obtain a ServletRequest and ServletResponse";" is 152.,285
temp,org.apache.shiro.web,WebUtils,getHttpResponse,Long Statement,The length of the statement "String msg="Subject instance is not a " + WebSubject.class.getName() + " instance. This is required "+ "to obtain a ServletRequest and ServletResponse";" is 152.,313
temp,org.apache.shiro.web,WebUtils,getHttpRequest,Long Statement,The length of the statement "String msg="SubjectContext instance is not a " + WebSubjectContext.class.getName() + " instance. "+ "This is required to obtain a ServletRequest and ServletResponse";" is 166.,341
temp,org.apache.shiro.web,WebUtils,getHttpResponse,Long Statement,The length of the statement "String msg="SubjectContext instance is not a " + WebSubjectContext.class.getName() + " instance. "+ "This is required to obtain a ServletRequest and ServletResponse";" is 166.,369
temp,org.apache.shiro.web,WebUtils,issueRedirect,Long Parameter List,The method has 6 parameters. ,601
temp,org.apache.shiro.web,WebUtils,issueRedirect,Long Parameter List,The method has 5 parameters. ,644
temp,org.apache.shiro.web,WebUtils,isTrue,Long Statement,The length of the statement "return value != null && (value.equalsIgnoreCase("true") || value.equalsIgnoreCase("t") || value.equalsIgnoreCase("1")|| value.equalsIgnoreCase("enabled")|| value.equalsIgnoreCase("y")|| value.equalsIgnoreCase("yes")|| value.equalsIgnoreCase("on"));" is 248.,659
temp,org.apache.shiro.web,WebUtils,redirectToSavedRequest,Long Statement,The length of the statement "throw new IllegalStateException("Success URL not available via saved request or via the " + "successUrlFallback method parameter. One of these must be non-null for " + "issueSuccessRedirect() to work.");" is 203.,721
temp,org.apache.shiro.web,DefaultWebSecurityManagerTest,testSessionTimeout,Empty catch clause,The method has an empty catch block.,101
temp,org.apache.shiro.web,DefaultWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 100,101
temp,org.apache.shiro.web,DefaultWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 125,101
temp,org.apache.shiro.web,DefaultWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 125,101
temp,org.apache.shiro.web,DefaultWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 200,101
temp,org.apache.shiro.web,DelegatingWebSecurityManagerTest,testSessionTimeout,Empty catch clause,The method has an empty catch block.,67
temp,org.apache.shiro.web,DelegatingWebSecurityManagerTest,testSessionTimeout,Long Statement,The length of the statement "@SuppressWarnings({"ThrowableInstanceNeverThrown"}) ExpiredSessionException expired=new ExpiredSessionException("test"`sessionId);" is 130.,67
temp,org.apache.shiro.web,DelegatingWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 125L,67
temp,org.apache.shiro.web,DelegatingWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 125L,67
temp,org.apache.shiro.web,DelegatingWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 125,67
temp,org.apache.shiro.web,DelegatingWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 125,67
temp,org.apache.shiro.web,WebRememberMeManagerTest,getRememberedPrincipals,Long Statement,The length of the statement "final String userPCAesBase64="qk7spFqO1zoNLgq3qArE7bc8+J+Zvm1jz8lDSUmRiRlDQQx7jxG4+" + "QImiRpR7zO0d9oHH+7C3VeN9OvGMdjxtpbInMsLcGz4Q0u3M1fmyErn5Mr61chmNzQ8cLegpIKE3M+xMY" + "5JB1PRw7aEJdRxtHh80kiXZ5jeALvDP3hmFM7OF2CDKLIIa83XuBQvyrKGI9GhsxGTLkmNFknbfRsmN7v"+ "NIDorceeaMkAetYf6GxDOw1ZK7yEbsydIHnqVWNHLen6DHC8pLkqMNOoGwXLeBroD6mRpoFf76J0VKBcd"+ "C54Mg73S2R7wx9ZzSNJJrCi1KAilmThzm3Rm97EidUnYlWI0TM+zvMzNsLynIK4PoIG6HYQQfEI35qVRI"+ "bCdbTlTnjfM/fPf7RWO8s4Z7KzszSQMJE9LgBudcyzrld5ZrWb11cianskNZMI8kzOITezjjqvWn5U4jg"+ "Mb9a6qcpaNJcgaxV6NZRmof8cnet54wwE=";" is 550.,76
temp,org.apache.shiro.web.filter.authc,AuthenticatingFilter,executeLogin,Long Statement,The length of the statement "String msg="createToken method implementation returned null. A valid non-null AuthenticationToken " + "must be created in order to execute a login attempt.";" is 157.,40
temp,org.apache.shiro.web.filter.authc,BasicHttpAuthenticationFilter,createToken,Magic Number,The method contains a magic number: 2,275
temp,org.apache.shiro.web.filter.authc,BasicHttpAuthenticationFilter,getPrincipalsAndCredentials,Magic Number,The method contains a magic number: 2,317
temp,org.apache.shiro.web.filter.authc,FormAuthenticationFilter,onAccessDenied,Long Statement,The length of the statement "log.trace("Attempting to access a path which requires authentication. Forwarding to the " + "Authentication url [" + getLoginUrl() + "]");" is 138.,150
temp,org.apache.shiro.web.filter.authz,HostFilter,isIpv4Candidate,Magic Number,The method contains a magic number: 4,86
temp,org.apache.shiro.web.filter.authz,HttpMethodPermissionFilter,buildPermissions,Complex Conditional,The conditional expression configuredPerms == null || configuredPerms.length <= 0 || !StringUtils.hasText(action) is complex.,192
temp,org.apache.shiro.web.filter.authz,PortFilter,toPort,Long Statement,The length of the statement "throw new ConfigurationException("PortFilter can only be configured with a single port. You have " + "configured " + ports.length + ": "+ StringUtils.toString(ports));" is 167.,62
temp,org.apache.shiro.web.filter.authz,PortFilter,onAccessDenied,Magic Number,The method contains a magic number: 80,90
temp,org.apache.shiro.web.filter.authz,PortFilter,onAccessDenied,Magic Number,The method contains a magic number: 443,90
temp,org.apache.shiro.web.filter.authz,AuthorizationFilterTest,testUserOnAccessDeniedWithResponseError,Long Statement,The length of the statement "@Override protected boolean isAccessAllowed( ServletRequest request` ServletResponse response` Object mappedValue) throws Exception {" is 133.,39
temp,org.apache.shiro.web.filter.authz,AuthorizationFilterTest,testUserOnAccessDeniedWithRedirect,Long Statement,The length of the statement "@Override protected boolean isAccessAllowed( ServletRequest request` ServletResponse response` Object mappedValue) throws Exception {" is 133.,64
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassC,Magic Number,The method contains a magic number: 256,29
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassC,Magic Number,The method contains a magic number: 256,29
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassB,Magic Number,The method contains a magic number: 16,44
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassB,Magic Number,The method contains a magic number: 32,44
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassB,Magic Number,The method contains a magic number: 256,44
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassB,Magic Number,The method contains a magic number: 256,44
temp,org.apache.shiro.web.filter.authz,HttpMethodPermissionFilterTest,testPermisisonMapping,Magic Number,The method contains a magic number: 2,27
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,createChain,Magic Number,The method contains a magic number: 2,114
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,createChain,Magic Number,The method contains a magic number: 2,114
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,addToChain,Long Statement,The length of the statement "throw new IllegalArgumentException("There is no filter with name '" + filterName + "' to apply to chain ["+ chainName+ "] in the pool of available Filters. Ensure a "+ "filter with that name/path has first been registered with the addFilter method(s).");" is 254.,173
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,applyChainConfig,Long Statement,The length of the statement "log.debug("Attempting to apply path [" + chainName + "] to filter ["+ filter+ "] "+ "with config ["+ chainSpecificFilterConfig+ "]");" is 133.,190
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,applyChainConfig,Long Statement,The length of the statement "String msg="chainSpecificFilterConfig was specified` but the underlying " + "Filter instance is not an 'instanceof' " + PathConfigProcessor.class.getName() + ". This is required if the filter is to accept "+ "chain-specific configuration.";" is 240.,190
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,initFilter,Long Statement,The length of the statement "throw new IllegalStateException("FilterConfig attribute has not been set. This must occur before filter " + "initialization can occur.");" is 137.,241
temp,org.apache.shiro.web.filter.mgt,PathMatchingFilterChainResolver,getChain,Long Statement,The length of the statement "log.trace("Matched path pattern [" + pathPattern + "] for requestURI ["+ requestURI+ "]. "+ "Utilizing corresponding filter chain...");" is 135.,93
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManagerTest,testCreateChain,Empty catch clause,The method has an empty catch block.,75
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManagerTest,testCreateChain,Empty catch clause,The method has an empty catch block.,75
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManagerTest,testCreateChain,Magic Number,The method contains a magic number: 2,75
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManagerTest,testAddToChain,Empty catch clause,The method has an empty catch block.,164
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManagerTest,testAddToChain,Empty catch clause,The method has an empty catch block.,164
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManagerTest,testAddToChainNotPathProcessor,Empty catch clause,The method has an empty catch block.,183
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testNewInstance,Long Statement,The length of the statement "@SuppressWarnings({"MismatchedQueryAndUpdateOfCollection"}) SimpleNamedFilterList list=new SimpleNamedFilterList("test");" is 121.,45
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 2,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 4,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 2,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 3,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 6,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 2,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 4,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 3,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 3,69
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 2,69
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,CookieRememberMeManager,Long Identifier,The length of the field DEFAULT_REMEMBER_ME_COOKIE_NAME is 31.,85
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,rememberSerializedIdentity,Long Statement,The length of the statement "String msg="Subject argument is not an HTTP-aware instance. This is required to obtain a servlet " + "request and response in order to set the rememberMe cookie. Returning immediately and " + "ignoring rememberMe operation.";" is 225.,126
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,getRememberedSerializedIdentity,Long Statement,The length of the statement "String msg="SubjectContext argument is not an HTTP-aware instance. This is required to obtain a " + "servlet request and response in order to retrieve the rememberMe cookie. Returning " + "immediately and ignoring rememberMe operation.";" is 237.,171
